chr	start	end
chr5	17216151	17216760
chr3	98292251	98292660
chr15	89749951	89750560
chr11	64885201	64885660
chr16	81763801	81764310
chr2	71526501	71527010
chr22	43386051	43386410
chr20	30221951	30222460
chr1	145100201	145100760
chr2	86031651	86032160
chr1	210614451	210614610
chr8	11421701	11422460
chr7	48339051	48339560
chr1	154600101	154600460
chr12	49359251	49359560
chr1	151020851	151021410
chr8	103612851	103613410
chr17	64422551	64422860
chr5	171877701	171878760
chr22	37656851	37657360
chr8	10275151	10275710
chr1	46907901	46908760
chr14	45722251	45722860
chr3	189772151	189772410
chr6	26097451	26097910
chr20	44937101	44937410
chr1	209739151	209740110
chr1	156355151	156355910
chr6	149364601	149364910
chr3	49170451	49170710
chr5	119662901	119663160
chr3	153813601	153814010
chrX	40781601	40782060
chr1	77613901	77614310
chr7	43966251	43966560
chr11	26248751	26249210
chr9	34379251	34379760
chr17	3766901	3767360
chr14	50359401	50359760
chr5	148617251	148617560
chr9	34591601	34592160
chr11	72436151	72436710
chr8	80696201	80696510
chr16	88850551	88851010
chr1	204760701	204761460
chr1	46767751	46768010
chr14	63601551	63601860
chr7	38146951	38147460
chr2	113700301	113700510
chr11	130241151	130241410
chr2	70872901	70873210
chr14	21558401	21558860
chr10	134260251	134260610
chr17	1617051	1617510
chr1	1837601	1838110
chr3	59560851	59561560
chr10	106109851	106110410
chr1	94168301	94168660
chr20	34726501	34727160
chr15	31507451	31508060
chr5	94244501	94245060
chr20	55549351	55550010
chr1	75731301	75731810
chr19	36661551	36662010
chr11	125218601	125219060
chr8	131893701	131894360
chr15	65325351	65325860
chr17	1968351	1968660
chr22	30085751	30086210
chr2	206188651	206189060
chr1	146628351	146628460
chr14	36994651	36995110
chr1	220544701	220545110
chr2	133304601	133305060
chr17	78448351	78448710
chr18	75180851	75181060
chr16	639801	639910
chr12	9302001	9302360
chr2	131113551	131113960
chr3	143363351	143363710
chr3	135797551	135798010
chr2	235405301	235405660
chr1	155022801	155024010
chr4	17638351	17638860
chr1	63455251	63455460
chr6	7723201	7723660
chr13	75940651	75940760
chr2	99953401	99953960
chr17	10600801	10601110
chr7	142571051	142571410
chr10	46976001	46976260
chr1	62536051	62536510
chr6	90888901	90889360
chr12	85549601	85549910
chr19	8643451	8644110
chr2	232354801	232355060
chr14	76043901	76044510
chr19	30262601	30263060
chr3	133162851	133163110
chr19	49502951	49503460
chr2	238062651	238063110
chr4	75718901	75720160
chr20	36871251	36871660
chr8	42242901	42243410
chr19	10339551	10339910
chrX	30612001	30612210
chr5	152805451	152805910
chr5	95937401	95937860
chrX	64748551	64749060
chr3	119187851	119188210
chr3	149070201	149070660
chr10	50720201	50720660
chr3	100538851	100539110
chr3	169480701	169481110
chr18	21283001	21283410
chr12	122326201	122327260
chr2	227994451	227994960
chr3	132440701	132441060
chr4	115130001	115130210
chr8	11161851	11162260
chr1	247373601	247373910
chr21	45395301	45395810
chr4	57442001	57442410
chr5	122454951	122455310
chr19	41304451	41304610
chr9	27033801	27034210
chr4	4432301	4432760
chr11	14795451	14795560
chr12	88260451	88260860
chr6	166191301	166191460
chr5	67557351	67557610
chr16	56237001	56237260
chr15	84326401	84326610
chr3	155470801	155471210
chr8	117779601	117779710
chr5	133847401	133848460
chr4	110354451	110355010
chr12	67749551	67750060
chr4	20686751	20687210
chr3	87194701	87195060
chr15	77195701	77196060
chr4	81282451	81282860
chr2	161826701	161827160
chr16	56688251	56688410
chr8	112946451	112947010
chr2	141454101	141454360
chr1	149105851	149106110
chr17	48192201	48192660
chr5	132655751	132656260
chr2	188003001	188003360
chrX	149106751	149107010
chr17	54074251	54074560
chr1	227993001	227993660
chr18	19069051	19069510
chr1	74100801	74101060
chr1	7278201	7278710
chr10	117558901	117559360
chr21	25886401	25886860
chr5	145287751	145288160
chr5	121828351	121828810
chr5	159626051	159626860
chr5	62074701	62075210
chr1	203432501	203432860
chr3	42288951	42289410
chr15	94675201	94675460
chr15	35311201	35311560
chr1	226796251	226797060
chr3	85851151	85851510
chr3	46889951	46890310
chr17	18043301	18043610
chr11	22353351	22353660
chr7	26416751	26416960
chr5	10364401	10364810
chr5	115608301	115608610
chr2	108800851	108801260
chr5	142557251	142557510
chr1	33077751	33077960
chr8	95091901	95092460
chr3	180500051	180500260
chr1	35578401	35578610
chr2	101211351	101211660
chrX	56759901	56760310
chr3	46977051	46977460
chr3	25689451	25689960
chr4	186652401	186652610
chr10	124408201	124408660
chr16	11890851	11891460
chr16	68678701	68678960
chr3	13461201	13461410
chr8	74585201	74585660
chr7	140353151	140353660
chr3	139238951	139239210
chrX	81473701	81474210
chr19	3692451	3692860
chr1	228651351	228651760
chr1	202176451	202176760
chr2	142312351	142312760
chr2	27165401	27165910
chr3	53711451	53711810
chr6	33558751	33558910
chr1	108019901	108020160
chrX	105647751	105648110
chr15	89714601	89715110
chr3	62117251	62117660
chr5	136656001	136656610
chr2	133028451	133028610
chr19	48817651	48818010
chr14	103857201	103857810
chr1	173793801	173794510
chr2	91814501	91818160
chrX	52603651	52604110
chr22	22000951	22001410
chr7	80873551	80873860
chr11	29355751	29356160
chr8	146291451	146291610
chr2	27745351	27745560
chr6	159291051	159291310
chr1	15058301	15058810
chr13	91730301	91730710
chr3	158847951	158848260
chr14	83683951	83684310
chrX	131874451	131874960
chr4	23369701	23370060
chr19	30250851	30251410
chr10	78933501	78934060
chr22	32343251	32343660
chr14	24779901	24780560
chr17	30241701	30242060
chr19	58414701	58415110
chr11	46326951	46327210
chr22	23875551	23875910
chr17	44026451	44026760
chr2	219260551	219261110
chr6	84302501	84302960
chr21	16925401	16925860
chr1	156065951	156066960
chr22	37267751	37268060
chr17	6325251	6325810
chr5	126144251	126144760
chr12	125382901	125383510
chr7	148765001	148765310
chr3	143494201	143494710
chr20	57538201	57538410
chr1	64734701	64735160
chr22	33040651	33040860
chr18	55379651	55379660
chr9	135978401	135979060
chr1	115655351	115655910
chr5	112183901	112184360
chr9	99619051	99619560
chr3	107656901	107657260
chr6	2911901	2912310
chr9	90113201	90113510
chr1	66969501	66969960
chr17	73008501	73008860
chr17	69080351	69080760
chr16	597001	597360
chr11	75156301	75156810
chr4	144942851	144943110
chr6	37665751	37666060
chr17	66773451	66773960
chr20	50002451	50002910
chr3	56480451	56480810
chr1	159181001	159181860
chr2	233893551	233893960
chr19	46026851	46027360
chr3	196255601	196256010
chr7	98923551	98923810
chrX	17609251	17609710
chr4	173813401	173813910
chr16	30626701	30627060
chr17	13251	13660
chr14	38666451	38666910
chr7	31017451	31017960
chr1	150138101	150138610
chr1	29083451	29083710
chr7	6641801	6642310
chr20	11992851	11993360
chr9	29212051	29212710
chr11	125744401	125744910
chr19	27870301	27870610
chr22	37726551	37726910
chr16	56435451	56435660
chr8	24763451	24763860
chr16	73251601	73251960
chr1	212872251	212873210
chr9	130266151	130266660
chr10	99092701	99093010
chr16	88764551	88764910
chr9	79425201	79425710
chr7	77569901	77570310
chr5	114970301	114970760
chr1	27714801	27715310
chr8	126272651	126272760
chr4	16584201	16584460
chr4	81540251	81540660
chr13	100552551	100553010
chr10	89264951	89265460
chr6	36062851	36063460
chr5	143562751	143563310
chr9	21318301	21318660
chr11	11049551	11050060
chr8	100871851	100872560
chr14	65212551	65212810
chr11	92045251	92045410
chr4	140430951	140431260
chrX	11926451	11926910
chr17	8897551	8897960
chr15	81246451	81246660
chr5	107596201	107596710
chr1	12061651	12062060
chr15	62417151	62417360
chr8	74206951	74207710
chr1	180221601	180222260
chr8	119990001	119990360
chr9	129468601	129469160
chr7	139874851	139875360
chr2	202316451	202316910
chr5	125828551	125828960
chr3	172059251	172059660
chr10	60712351	60712910
chr22	23090751	23091160
chr8	141441901	141442610
chr3	52178201	52178760
chr15	75986901	75987360
chr20	5383501	5383960
chr13	96728101	96728710
chrX	68758001	68758460
chr6	41870001	41870160
chr1	120154101	120154660
chr17	8041651	8042660
chr1	110750301	110750810
chr20	10407701	10408210
chr3	15244151	15244660
chr13	71538301	71538610
chr21	18759301	18759760
chr5	173771551	173771710
chrX	46241101	46241460
chr1	226611951	226612760
chr11	123132051	123132660
chr7	103913201	103913610
chr8	27454551	27455110
chr1	110466051	110466410
chr2	225671851	225672210
chr13	113929601	113930010
chr11	35507201	35507810
chr1	208825501	208826410
chr11	67426851	67427260
chr11	73470701	73470910
chr11	6384201	6384710
chr1	6454051	6454310
chr5	173056701	173057110
chr15	81148751	81149010
chr5	1162251	1162510
chr6	46594051	46594460
chr1	100925051	100925510
chr2	172017551	172017860
chr11	76309601	76309960
chr5	171614501	171614860
chr11	116765901	116766060
chr6	29670301	29670660
chr3	106990601	106991010
chr22	40018851	40019310
chr4	23934651	23934960
chr6	35435751	35436310
chr19	11365401	11365710
chr16	19533201	19533560
chr18	20817801	20817810
chr8	28994701	28995110
chr12	84219851	84220310
chr3	63777651	63778060
chr5	111496151	111496710
chr1	8411651	8412160
chr12	115062951	115063410
chr2	228630951	228631460
chr10	31608301	31608660
chr18	53010651	53011110
chr20	45988801	45989060
chr22	33670151	33670660
chr8	70623551	70623710
chr16	70616601	70616810
chr12	125425001	125425660
chr2	155480301	155480710
chr20	25203801	25204160
chrX	119384451	119384860
chr17	73823551	73824010
chr2	166257751	166258210
chr1	182931501	182932110
chr9	15232001	15232460
chr1	156808501	156809260
chr4	170534201	170534760
chr2	23535901	23536310
chr4	4996751	4997260
chr1	25161451	25161810
chr12	54378501	54378960
chr2	148777801	148778210
chr4	41959701	41960010
chr4	37529801	37530110
chrX	94326151	94326360
chr14	70193451	70194110
chr1	233811801	233812060
chr10	60722801	60723110
chr22	18917151	18917460
chr20	49126351	49126710
chr3	108271401	108271760
chr18	66511001	66511260
chr9	68416851	68418160
chr15	43648601	43648860
chr10	86189601	86190110
chr6	36582901	36583360
chr1	32403801	32404210
chr7	97870601	97871060
chr1	21544351	21544760
chr3	1317151	1317560
chr12	46547001	46547460
chr11	118359151	118359610
chr7	18391901	18392360
chr21	45358801	45359460
chr8	40809151	40809410
chr3	17686551	17687010
chr12	52283701	52283960
chr1	153250251	153250810
chrX	32501651	32502010
chr1	190053751	190054010
chr8	42994151	42994560
chr12	96794851	96795360
chr5	112093251	112093710
chr1	109288801	109289510
chr15	45076851	45077260
chr2	242604851	242605210
chr2	75957001	75957360
chr1	244394751	244395260
chr4	38761101	38761610
chr1	173092051	173092360
chr2	223803851	223804410
chr7	38358401	38358810
chr3	89148051	89148560
chr10	63657401	63657810
chr1	205560701	205561510
chr19	49934051	49934360
chr12	46139701	46140010
chr1	145575201	145575410
chr4	176458001	176458410
chr7	142246101	142246560
chr5	137367951	137368160
chr8	124034501	124035060
chr20	33917251	33917860
chr13	77891351	77891610
chr8	17460001	17460510
chr2	131525901	131526260
chr1	106760501	106760710
chr7	150810351	150810560
chr11	60954951	60955510
chr19	14153801	14154210
chr6	165462901	165463260
chr8	37659151	37659510
chr3	185276651	185277160
chr12	47701501	47702010
chr1	145063001	145063160
chr3	196249551	196249810
chr1	225965751	225966160
chr8	110237451	110237760
chr16	67876951	67877210
chr11	27725151	27725310
chr1	65681251	65681610
chr19	15212251	15212710
chr19	52740951	52741460
chr10	98970151	98970710
chr13	83421751	83422010
chr5	33258251	33258610
chr2	3584351	3584660
chr3	98062701	98063160
chr11	77531601	77532060
chr11	57107901	57108060
chr17	45928251	45928560
chr14	105174901	105175460
chr5	131563001	131564010
chr18	47254901	47255310
chr16	50699151	50699660
chrX	107221901	107222360
chr7	21985551	21985760
chr1	212955551	212956410
chr15	79152401	79152910
chr12	55329151	55329460
chr16	85330551	85331060
chr7	100143301	100143660
chr18	47155651	47155910
chr16	83960151	83960810
chr1	6403351	6403960
chr4	41283001	41283460
chr16	30016751	30017260
chr9	80366301	80366760
chr5	36305751	36306260
chr10	94766151	94766610
chr7	73226001	73226460
chr6	155498451	155498910
chr10	52181001	52181410
chr5	30100001	30100160
chr4	23903851	23904160
chr7	73441001	73441610
chr12	6574651	6575060
chr2	122568801	122569210
chr3	127466901	127467210
chr17	77020451	77020810
chr5	102128451	102128810
chr10	129867601	129868160
chr12	101963751	101964210
chr9	24246001	24246310
chr2	63771151	63771560
chr12	6861351	6861660
chr18	9684051	9684410
chr2	18701701	18702260
chr8	42052701	42053060
chr6	116714751	116714910
chr10	117785951	117786110
chr1	91966851	91967310
chr1	144018651	144019460
chr17	6756951	6757410
chr6	1479551	1479810
chr1	166135801	166136560
chr21	30848751	30849210
chr8	32418651	32418810
chr11	19925051	19925510
chr11	67206751	67207110
chr4	46391751	46391910
chr10	62309451	62309860
chr1	156578651	156579310
chr8	141169601	141170110
chr14	87427451	87427860
chr1	43751151	43751610
chr11	2421301	2421910
chr2	220142251	220142860
chr11	36287201	36288010
chr15	65809851	65810510
chr2	171226401	171226810
chr6	18504101	18504660
chr7	123795451	123795910
chr9	128023851	128024310
chr11	124610351	124610810
chr1	168572601	168573210
chr5	14142901	14143310
chr14	34567901	34568310
chr3	31921551	31921910
chr7	231051	231310
chr3	157211401	157212010
chr14	24905851	24906310
chr10	103603201	103603610
chr1	3407651	3408210
chr5	109961001	109961510
chr18	9661651	9661960
chr19	3324351	3324810
chr4	85424951	85425410
chr1	207098801	207099010
chr7	100066801	100067360
chrX	122904351	122904660
chr7	25759951	25760360
chr13	79634451	79634660
chr3	191906001	191906460
chr6	107255951	107256160
chr1	169722751	169723010
chr9	35511151	35511510
chr8	102768551	102768860
chr2	91786401	91788010
chr3	138830551	138831060
chr1	21558401	21558860
chr15	40613001	40613510
chr19	39125251	39125810
chr5	138709251	138709910
chr14	36994051	36994360
chr16	88320851	88321260
chr10	52127501	52127910
chr8	96978801	96979110
chr10	30475351	30475510
chr5	179518101	179518610
chr10	17225201	17225460
chr8	22280001	22280410
chr12	47377701	47378210
chr17	16367051	16367310
chr16	30420651	30421260
chr19	2648401	2648860
chr11	71736101	71736560
chr19	2091001	2091210
chr1	205649251	205649610
chr10	124803901	124804260
chr6	38639601	38640060
chr5	113782901	113783110
chr11	120823501	120823960
chr22	28221201	28221460
chr15	66161701	66162060
chr1	240139451	240140210
chr3	58408751	58408960
chr1	22968451	22969010
chr4	174239851	174240360
chr1	228838201	228838310
chr6	116768701	116768810
chr16	19421801	19422260
chr2	1604851	1605110
chr7	23095151	23095660
chr10	93672601	93673010
chr6	11655751	11656210
chrX	104158001	104158410
chr1	95582151	95582760
chr6	43365751	43366060
chr3	158257151	158257610
chr10	30928851	30929260
chrX	153278951	153279610
chr2	173292851	173293160
chr9	91193351	91193860
chr16	57118051	57118660
chr12	54601501	54602010
chr3	53144201	53144610
chr11	13365601	13366160
chr3	123437951	123438310
chr10	88705351	88705660
chr9	34074151	34074610
chr10	85561801	85562110
chr12	122119951	122120410
chr22	39706751	39707310
chr2	121010551	121011010
chr6	159572251	159572710
chr9	116761201	116761410
chr2	152893301	152893810
chr19	1826001	1826610
chr12	41761851	41762110
chr6	27863201	27863710
chr10	17277201	17277460
chr17	30646451	30646960
chr13	103377151	103377610
chr10	30215501	30215960
chr12	106751151	106751760
chr19	46320251	46320960
chr15	91643001	91643160
chr17	28353651	28354060
chr1	236288351	236288610
chr18	56067151	56067610
chrX	58561401	58561410
chr3	99809151	99809560
chr6	146054451	146054660
chr9	6197351	6197660
chr7	108300901	108301310
chr2	219271101	219271810
chr9	98489001	98489460
chr12	67463151	67463510
chr19	49993001	49993260
chr14	103851801	103852210
chr7	149450751	149451160
chr14	21438951	21440010
chr14	70041351	70041910
chr17	79174551	79175060
chr3	180397801	180398210
chr2	120867301	120867810
chr7	152112101	152112310
chr7	73831651	73832160
chr18	45938651	45939160
chr6	35295251	35295660
chr2	209040001	209040460
chr4	100870051	100870560
chr17	43505401	43505760
chr3	50579801	50580360
chr4	52761901	52762410
chr2	235100501	235100710
chr4	100729351	100729860
chr6	119654851	119655260
chr5	122455901	122456310
chr11	71854951	71855460
chr1	40663451	40663660
chr6	169470501	169470810
chr13	111368201	111368460
chr11	31261851	31262260
chr6	170601951	170602360
chr11	80031851	80032210
chr10	50615451	50616010
chr1	236095501	236095760
chr8	103819351	103820360
chr17	41987501	41987960
chr5	178115951	178116260
chr21	48055001	48055260
chr4	173935501	173935660
chr1	116350301	116350760
chr12	121451651	121451810
chr7	77855401	77855760
chr17	61193701	61193910
chr7	131543901	131544310
chr1	9242251	9242710
chr1	41414451	41415010
chr8	10131351	10131810
chr2	57780101	57780310
chr3	157290351	157290760
chr1	35251951	35252510
chr4	106392701	106393160
chr2	46277751	46277910
chr9	117167751	117168260
chr19	6862751	6863160
chr9	98670151	98670410
chr17	28926951	28927560
chr9	118355751	118356260
chr14	51466501	51466810
chrX	139779851	139780160
chr9	104489901	104490860
chr1	228566151	228566910
chr8	5917451	5917760
chr1	181224951	181225160
chr11	15298201	15298460
chr3	139146351	139146810
chr11	122451151	122452210
chr1	244559401	244559610
chr16	21611951	21612110
chr2	235964551	235964960
chr10	25241651	25241960
chr2	1588851	1589260
chr22	20918351	20919160
chr1	118055301	118055760
chr12	104594951	104595410
chr2	168973051	168973210
chr8	82692651	82693210
chr6	135744751	135745210
chr3	153008801	153009260
chr5	172160301	172160610
chr17	66968201	66968660
chr2	25451601	25452110
chr19	39818651	39819160
chrX	110963001	110963460
chr6	150247251	150247760
chr3	192140801	192141160
chr8	10447551	10448210
chr2	172386451	172386860
chr11	118885951	118886260
chr17	42275801	42276060
chr22	29225301	29225810
chr2	234262751	234263210
chr9	137670651	137671160
chr12	22784801	22785160
chr16	87224151	87224360
chr17	46671201	46671660
chr18	46304151	46304510
chr8	140353051	140353560
chr17	56390351	56390410
chr2	12944701	12944860
chr19	42782101	42782310
chr1	224685801	224686760
chr9	116725251	116725710
chr6	123701451	123701810
chr19	39902351	39902910
chrX	116877851	116878210
chr9	17219301	17219610
chr3	146909551	146909960
chr15	75063301	75063810
chr6	142872451	142872810
chr12	56627501	56627560
chr20	44757101	44757610
chr2	72377401	72378210
chr7	143105951	143106360
chr19	3700251	3700860
chr16	48399601	48399810
chr11	63913501	63913960
chr11	32197701	32198160
chr1	60442401	60442910
chr11	62500351	62500610
chr14	31919201	31919610
chr3	106954601	106955110
chrX	111112751	111113210
chr8	75000351	75000760
chr1	50571251	50571410
chr17	62488601	62489060
chr7	25019001	25020110
chr17	20896101	20896610
chr10	98134951	98135560
chrX	101058451	101058810
chr16	58231901	58232310
chr19	40283551	40284110
chr6	159961251	159961560
chr3	184089301	184089710
chr7	72217101	72217210
chr15	64973551	64974060
chr5	156751301	156751610
chr1	101822901	101823360
chr5	139619201	139619910
chr1	212587651	212588510
chr6	160273951	160274310
chr21	27244001	27244210
chr19	44455101	44455360
chr4	78521901	78522460
chr5	165308251	165308760
chrX	4465251	4465710
chr19	41168601	41169160
chr1	3619551	3619960
chr1	17029601	17030110
chrX	108637151	108637360
chr3	5841201	5841410
chr2	209013551	209013910
chr1	66046901	66047110
chr5	16690251	16690760
chr12	27993101	27993560
chr1	239472001	239472410
chr1	117027751	117028410
chr10	69426201	69426610
chr5	174871651	174872010
chr1	113351801	113352260
chr2	136331351	136331410
chr14	105399651	105400110
chr19	34921651	34922060
chr18	43459851	43460410
chr1	237369101	237369260
chr10	70764551	70764960
chr1	157847801	157848310
chrX	44402251	44402610
chr11	10928101	10928310
chr10	54248601	54249060
chr17	6323701	6324010
chr11	47279501	47279810
chr10	119202251	119202860
chr1	236124151	236124410
chr11	113906651	113907360
chr9	6354051	6354560
chr2	16463101	16463510
chr7	33972401	33972910
chr14	97207651	97208260
chr7	34967551	34967960
chr9	89407251	89407410
chr5	81044501	81044660
chr6	155126451	155126810
chr8	11104301	11104910
chr3	148177851	148178010
chr20	44078851	44079410
chr12	10875051	10875360
chr2	109013351	109013710
chr6	161621701	161621860
chr15	37426701	37427810
chr16	83987501	83988060
chr3	169581151	169581610
chr1	230020651	230020860
chr1	205718101	205718310
chr12	58150551	58150910
chr2	206860151	206860260
chr21	34499401	34500060
chr8	27721201	27721760
chr12	52417401	52418060
chr11	17994601	17995010
chr18	13159451	13159910
chr18	46705101	46705560
chr20	30410451	30411110
chr5	74221101	74221460
chr2	85293851	85294410
chr1	21028951	21029260
chr10	44167051	44167510
chr6	114180001	114180610
chrX	33342301	33342560
chr11	106190151	106190560
chrX	7236801	7237110
chr20	44780401	44780910
chr11	74991151	74991660
chr10	72032501	72032960
chr3	167764901	167765460
chr8	124702501	124702910
chr8	128749901	128750310
chr14	74684301	74684760
chr1	196113801	196114060
chr1	233763151	233763510
chr8	142094201	142095110
chr1	224033351	224033460
chrX	119797951	119798360
chr17	72984201	72984560
chr1	207250801	207251760
chr3	52879701	52880110
chr4	157031051	157031360
chr2	232651051	232651760
chr7	45962701	45963260
chr6	134158851	134159410
chr12	109005901	109006210
chr19	5805801	5806310
chr3	50229951	50230460
chr8	25473201	25473710
chr7	142912001	142912660
chr1	208184701	208184810
chr4	44728451	44728660
chr7	158909001	158909210
chr3	58291651	58292160
chr21	27542851	27543610
chr2	10972351	10972960
chr22	37868351	37868860
chr16	1979451	1980210
chr7	134143751	134144310
chr6	44042151	44042710
chr18	66669551	66669760
chr2	183531601	183532060
chr11	76494251	76494460
chr16	16277401	16277710
chr10	54326701	54327160
chr5	11247451	11247610
chr14	100751451	100752460
chr7	5717551	5718110
chr11	14322201	14322710
chr9	97930151	97930660
chr14	58178951	58179060
chr11	63246201	63246710
chr11	92121701	92121910
chr11	74959551	74960210
chr2	91770351	91771160
chr16	66440201	66440810
chr18	74712301	74712860
chr1	53213801	53214210
chr13	97921101	97921310
chr7	149165501	149165610
chr6	14397501	14397710
chr6	7425201	7425560
chr17	49230451	49230960
chr6	113627651	113628210
chr17	41653901	41654460
chr14	51240351	51240810
chr7	17809401	17809910
chr3	39679301	39679660
chr11	95438651	95439110
chr2	1754551	1755010
chrX	136248751	136249110
chrX	19058501	19058860
chr2	199826351	199826560
chr17	7216601	7216860
chr14	74757151	74757510
chr2	63306001	63306410
chr7	50269551	50269960
chr3	134349351	134349660
chr14	59950451	59951110
chr4	7383151	7383360
chr22	23516051	23516510
chr22	31316201	31316760
chr14	23476001	23476360
chr18	45397101	45397260
chr1	9852351	9852560
chr11	122376401	122376910
chr17	7426501	7426760
chr3	48672651	48673560
chr18	61245551	61246010
chr1	37939301	37939610
chr11	65686551	65686910
chr10	28969001	28969360
chr6	119949501	119949810
chr9	103357851	103358310
chr10	124058201	124058760
chr6	42182501	42182860
chr17	56381601	56382110
chr15	65563251	65563660
chr6	90502601	90502960
chr3	140994801	140995110
chr10	87372701	87373110
chr16	68400901	68401360
chr15	101548501	101549060
chr12	44152501	44152860
chr16	3020051	3020510
chr9	81436001	81436460
chr3	123464051	123464360
chr11	37129001	37129310
chr12	7033301	7033860
chr10	42599451	42599760
chr11	125127201	125127410
chr6	153275651	153275910
chr21	43430651	43430860
chr15	40509301	40509860
chr2	203438501	203438910
chr2	121493201	121493710
chr19	39903201	39903810
chr7	27181601	27181910
chr11	11043851	11044310
chr6	131019051	131019510
chr17	40558001	40558460
chr11	32093351	32093710
chr11	783551	784010
chr1	54425251	54425760
chr10	3281751	3282210
chr13	96793251	96793660
chr19	14516951	14517410
chr12	24431851	24432060
chr9	108643901	108644410
chr17	39485501	39486010
chr15	81772851	81773310
chr7	20824451	20824960
chr12	124516751	124517310
chr17	43354551	43354960
chr22	39129201	39129810
chr1	170936101	170936610
chr2	199336051	199336360
chr12	121931951	121932460
chr6	160581601	160581660
chr1	64023001	64023460
chr7	104653951	104654360
chr9	385701	386260
chr13	73916001	73916260
chr12	32455251	32455460
chr10	15017901	15018210
chr6	30640751	30641160
chr16	56366551	56366960
chr10	90692351	90692860
chr3	5288451	5288660
chrX	16488051	16488360
chr16	86698651	86698910
chr5	172983801	172983910
chr3	149008951	149009310
chr1	154531551	154532460
chr4	159114301	159114760
chr3	26003751	26004160
chr6	26104301	26104660
chr2	1617601	1617860
chr11	123978851	123979260
chr6	31160401	31160560
chr12	72527301	72527610
chr3	33414251	33414810
chr17	16267051	16267510
chr9	86853601	86853960
chr1	145019301	145020010
chr8	10656201	10656610
chr7	20382901	20383160
chr1	50798651	50799660
chr4	90562251	90562610
chr7	87872551	87873060
chr1	40780901	40781460
chr17	64161651	64162060
chr12	104234801	104235160
chr17	5152851	5153260
chr14	86333851	86334060
chr8	63814601	63814710
chr15	40636651	40637160
chr2	228522901	228523360
chr20	56009451	56009760
chr1	212933401	212933960
chr3	43732401	43732710
chr2	147434901	147435160
chr15	90441801	90442310
chr11	129569701	129569910
chr8	142096501	142096660
chr9	112902701	112902810
chr1	150253551	150254310
chr3	21258151	21258460
chr2	102578001	102578260
chr12	68507451	68507760
chr1	45060651	45061260
chr1	181439051	181439360
chr4	109434401	109434610
chr5	72114701	72115210
chr7	74020801	74021010
chr21	42415001	42415210
chr1	55537151	55537560
chr7	105649851	105650410
chr19	8429301	8429710
chr9	90789351	90789560
chr2	219717501	219718010
chr10	79471101	79471710
chr9	19464601	19465310
chr8	87100701	87101210
chr6	32806401	32806810
chr6	154112201	154112610
chr4	120971001	120971460
chr10	18505451	18505860
chr12	57395101	57395610
chr17	2496551	2496910
chr3	64016301	64016760
chr10	89494901	89495410
chr7	97910301	97910810
chr9	87076501	87076760
chr2	160778301	160778710
chr11	56884051	56884460
chr11	12915551	12916060
chr9	34603601	34604060
chr9	114360001	114360760
chr12	57401851	57402310
chr2	178013551	178014060
chr19	35464001	35464510
chr2	3383501	3383910
chr5	81937151	81937610
chr18	10851701	10852160
chr16	82263551	82264060
chr3	182339801	182340110
chr6	88947901	88948110
chr2	119639051	119639510
chr10	92539401	92539660
chr22	18379401	18379610
chr11	127965301	127965510
chr2	158184001	158184460
chr18	47310901	47311210
chr6	91986051	91986410
chr12	121021101	121021660
chr5	10701551	10702010
chr2	159317251	159317510
chr1	94245251	94245460
chr1	10490101	10490710
chr3	112754201	112754610
chrX	14113751	14114210
chr1	232665151	232665760
chr8	57361451	57361710
chr2	223201251	223201410
chr19	4208051	4208360
chr17	32106101	32106510
chr8	48651351	48651860
chr13	48074651	48074810
chr3	187457601	187458160
chr5	102474901	102475460
chr6	91569501	91569510
chr1	156861951	156862460
chr6	30500251	30500610
chr3	93560551	93560710
chr19	47120201	47120660
chr15	41851001	41851260
chr10	15461251	15461710
chr1	155881201	155881360
chr5	157502151	157502760
chr15	92511951	92512110
chr1	91186851	91187410
chr2	226135601	226135910
chr4	144452551	144452910
chr9	83220101	83220410
chr1	203597401	203597860
chr4	154049001	154049460
chr1	145005101	145007160
chr3	141594301	141594760
chr16	53726101	53726310
chr8	74217701	74218410
chr5	114139101	114139760
chr5	111092951	111093360
chr1	177917351	177918010
chr20	39986601	39986810
chr11	120934501	120934810
chrX	136376301	136376360
chr11	61849401	61849960
chr5	57484201	57484460
chr21	36772701	36773160
chr2	74814751	74815210
chr1	113280251	113280510
chr11	78549501	78549810
chr10	105614851	105615510
chr6	34211651	34212110
chr1	63372101	63372510
chr2	102358801	102358910
chr4	44450751	44451360
chrX	115362801	115363010
chr1	32230751	32231160
chr4	120480201	120480610
chr11	66887001	66887310
chr6	30449901	30450160
chr8	58651951	58652210
chr1	112933401	112933910
chrX	95381201	95381510
chr14	45754101	45754260
chr17	882601	883010
chr19	3250701	3251110
chr1	223885701	223886460
chr11	102164701	102165160
chr10	101805701	101806210
chr8	38089051	38089410
chr11	18034501	18034660
chr3	11888151	11888710
chr7	31168701	31169060
chr1	176923401	176923710
chr19	49804451	49804960
chr16	77205651	77206110
chr9	19457351	19457860
chr5	159818051	159818560
chr2	535301	535510
chr5	1008601	1009060
chr3	45706601	45707010
chr6	31737551	31737910
chr3	8755601	8755960
chr4	103953651	103954060
chr14	102426501	102426910
chr10	45745501	45745860
chr18	54312601	54313160
chr3	132071351	132071810
chr3	94435501	94435810
chr6	116589551	116590160
chr5	81645501	81645860
